file,question,score
n01-chp-etd003s-p02-c17.txt,Q8,7.171875
n01-chp-etd003s-p02-c17.txt,Q9,7.23076923076923
n01-chp-etd003s-p02-c21.txt,Q1,7.19444444444444
n01-chp-etd003s-p02-c21.txt,Q2,7.02777777777778
n01-chp-etd003s-p02-c21.txt,Q3,7.2112676056338
n01-chp-etd003s-p02-c21.txt,Q4,7.5
n01-chp-etd003s-p02-c21.txt,Q5,7.15068493150685
n01-chp-etd003s-p02-c21.txt,Q6,6.67123287671233
n01-chp-etd003s-p02-c21.txt,Q7,7.51388888888889
n01-chp-etd003s-p02-c21.txt,Q8,7.19444444444444
n01-chp-etd003s-p02-c21.txt,Q9,6.95833333333333
n01-chp-etd003s-p02-c22.txt,Q1,7.11475409836066
n01-chp-etd003s-p02-c22.txt,Q2,6.7741935483871
n01-chp-etd003s-p02-c22.txt,Q3,6.61290322580645
n01-chp-etd003s-p02-c22.txt,Q4,6.80645161290323
n01-chp-etd003s-p02-c22.txt,Q5,6.53225806451613
n01-chp-etd003s-p02-c22.txt,Q6,6.38709677419355
n01-chp-etd003s-p02-c22.txt,Q7,7.24590163934426
n01-chp-etd003s-p02-c22.txt,Q8,6.67741935483871
n01-chp-etd003s-p02-c22.txt,Q9,6.62903225806452
n01-chp-etd003s-p03-c01.txt,Q1,7.66216216216216
n01-chp-etd003s-p03-c01.txt,Q2,6.9041095890411
n01-chp-etd003s-p03-c01.txt,Q3,7.13513513513514
n01-chp-etd003s-p03-c01.txt,Q4,7.68918918918919
n01-chp-etd003s-p03-c01.txt,Q5,7.2972972972973
n01-chp-etd003s-p03-c01.txt,Q6,6.94594594594595
n01-chp-etd003s-p03-c01.txt,Q7,7.875
n01-chp-etd003s-p03-c01.txt,Q8,7.17567567567568
n01-chp-etd003s-p03-c01.txt,Q9,7.14084507042254
n01-chp-etd003s-p03-c09.txt,Q1,5.6231884057971
n01-chp-etd003s-p03-c09.txt,Q2,7.52112676056338
n01-chp-etd003s-p03-c09.txt,Q3,7.1304347826087
n01-chp-etd003s-p03-c09.txt,Q4,5.95714285714286
n01-chp-etd003s-p03-c09.txt,Q5,5.34328358208955
n01-chp-etd003s-p03-c09.txt,Q6,4.79710144927536
n01-chp-etd003s-p03-c09.txt,Q7,6.69014084507042
n01-chp-etd003s-p03-c09.txt,Q8,5.50724637681159
n01-chp-etd003s-p03-c09.txt,Q9,4.85294117647059
n01-chp-etd003s-p03-c11.txt,Q1,5.67692307692308
n01-chp-etd003s-p03-c11.txt,Q2,6.10769230769231
n01-chp-etd003s-p03-c11.txt,Q3,5.80952380952381
n01-chp-etd003s-p03-c11.txt,Q4,5.578125
n01-chp-etd003s-p03-c11.txt,Q5,5.31746031746032
n01-chp-etd003s-p03-c11.txt,Q6,5.46666666666667
n01-chp-etd003s-p03-c11.txt,Q7,6.24615384615385
n01-chp-etd003s-p03-c11.txt,Q8,5.53968253968254
n01-chp-etd003s-p03-c11.txt,Q9,5.95238095238095
n01-chp-etd003s-p03-c14.txt,Q1,6.87301587301587
n01-chp-etd003s-p03-c14.txt,Q2,7.25
n01-chp-etd003s-p03-c14.txt,Q3,6.96875
n01-chp-etd003s-p03-c14.txt,Q4,7.421875
n01-chp-etd003s-p03-c14.txt,Q5,6.15625
n01-chp-etd003s-p03-c14.txt,Q6,6.06349206349206
n01-chp-etd003s-p03-c14.txt,Q7,7.6875
n01-chp-etd003s-p03-c14.txt,Q8,6.66129032258065
n01-chp-etd003s-p03-c14.txt,Q9,5.98412698412698
n01-chp-etd003s-p03-c20.txt,Q1,6.88709677419355
n01-chp-etd003s-p03-c20.txt,Q2,6.91803278688525
n01-chp-etd003s-p03-c20.txt,Q3,6.7741935483871
n01-chp-etd003s-p03-c20.txt,Q4,7.59677419354839
n01-chp-etd003s-p03-c20.txt,Q5,6.96774193548387
n01-chp-etd003s-p03-c20.txt,Q6,6.20967741935484
n01-chp-etd003s-p03-c20.txt,Q7,7.40983606557377
n01-chp-etd003s-p03-c20.txt,Q8,6.88524590163934
n01-chp-etd003s-p03-c20.txt,Q9,7.21311475409836
n01-chp-etd003s-p03-c24.txt,Q1,6.11764705882353
n01-chp-etd003s-p03-c24.txt,Q2,8.27536231884058
n01-chp-etd003s-p03-c24.txt,Q3,7.92647058823529
n01-chp-etd003s-p03-c24.txt,Q4,7.65217391304348
n01-chp-etd003s-p03-c24.txt,Q5,5.44615384615385
n01-chp-etd003s-p03-c24.txt,Q6,5.23880597014925
n01-chp-etd003s-p03-c24.txt,Q7,7.75
n01-chp-etd003s-p03-c24.txt,Q8,6.19402985074627
n01-chp-etd003s-p03-c24.txt,Q9,5.18333333333333
n01-chp-etd003s-p12-c02.txt,Q1,7.54838709677419
n01-chp-etd003s-p12-c02.txt,Q2,6.66129032258065
n01-chp-etd003s-p12-c02.txt,Q3,7.0655737704918
n01-chp-etd003s-p12-c02.txt,Q4,7.46774193548387
n01-chp-etd003s-p12-c02.txt,Q5,7.86666666666667
n01-chp-etd003s-p12-c02.txt,Q6,7.32258064516129
n01-chp-etd003s-p12-c02.txt,Q7,7.70967741935484
n01-chp-etd003s-p12-c02.txt,Q8,7.51612903225807
n01-chp-etd003s-p12-c02.txt,Q9,7.74193548387097
n01-chp-etd003s-p12-c03.txt,Q1,7.13513513513514
n01-chp-etd003s-p12-c03.txt,Q2,6.13698630136986
n01-chp-etd003s-p12-c03.txt,Q3,6.56756756756757
n01-chp-etd003s-p12-c03.txt,Q4,7.40540540540541
n01-chp-etd003s-p12-c03.txt,Q5,6.52054794520548
n01-chp-etd003s-p12-c03.txt,Q6,6.82432432432433
n01-chp-etd003s-p12-c03.txt,Q7,7.71621621621622
n01-chp-etd003s-p12-c03.txt,Q8,7.02739726027397
n01-chp-etd003s-p12-c03.txt,Q9,6.63013698630137
n01-chp-etd003s-p12-c05.txt,Q1,7.10344827586207
n01-chp-etd003s-p12-c05.txt,Q2,7.70175438596491
n01-chp-etd003s-p12-c05.txt,Q3,7.59649122807018
n01-chp-etd003s-p12-c05.txt,Q4,8.19298245614035
n01-chp-etd003s-p12-c05.txt,Q5,7.74137931034483
n01-chp-etd003s-p12-c05.txt,Q6,6.40350877192982
n01-chp-etd003s-p12-c05.txt,Q7,7.86206896551724
n01-chp-etd003s-p12-c05.txt,Q8,7.3448275862069
n01-chp-etd003s-p12-c05.txt,Q9,7.60344827586207
n01-chp-etd003s-p12-c08.txt,Q1,4.22222222222222
n01-chp-etd003s-p12-c08.txt,Q2,7.47619047619048
n01-chp-etd003s-p12-c08.txt,Q3,5.9
n01-chp-etd003s-p12-c08.txt,Q4,5.86666666666667
n01-chp-etd003s-p12-c08.txt,Q5,4.10169491525424
n01-chp-etd003s-p12-c08.txt,Q6,3.47169811320755
n01-chp-etd003s-p12-c08.txt,Q7,6.25
n01-chp-etd003s-p12-c08.txt,Q8,5
n01-chp-etd003s-p12-c08.txt,Q9,4.09259259259259
n01-chp-etd003s-p12-c17.txt,Q1,6.66666666666667
n01-chp-etd003s-p12-c17.txt,Q2,5.76712328767123
n01-chp-etd003s-p12-c17.txt,Q3,6.0945945945946
n01-chp-etd003s-p12-c17.txt,Q4,6.44927536231884
n01-chp-etd003s-p12-c17.txt,Q5,6.62162162162162
n01-chp-etd003s-p12-c17.txt,Q6,6.02702702702703
n01-chp-etd003s-p12-c17.txt,Q7,7.13333333333333
n01-chp-etd003s-p12-c17.txt,Q8,7.06849315068493
n01-chp-etd003s-p12-c17.txt,Q9,7
n01-chp-etd003s-p12-c23.txt,Q1,6.97530864197531
n01-chp-etd003s-p12-c23.txt,Q2,7.46913580246914
n01-chp-etd003s-p12-c23.txt,Q3,7.27160493827161
n01-chp-etd003s-p12-c23.txt,Q4,8.33333333333333
n01-chp-etd003s-p12-c23.txt,Q5,6.91358024691358
n01-chp-etd003s-p12-c23.txt,Q6,6.24050632911392
n01-chp-etd003s-p12-c23.txt,Q7,7.8875
n01-chp-etd003s-p12-c23.txt,Q8,7.1025641025641
n01-chp-etd003s-p12-c23.txt,Q9,6.69620253164557
n08-chp-pld007s-p01-c01.txt,Q1,7.22727272727273
n08-chp-pld007s-p01-c01.txt,Q2,7.21212121212121
n08-chp-pld007s-p01-c01.txt,Q3,7.40909090909091
n08-chp-pld007s-p01-c01.txt,Q4,7.92424242424242
n08-chp-pld007s-p01-c01.txt,Q5,7.18461538461539
n08-chp-pld007s-p01-c01.txt,Q6,6.60606060606061
n08-chp-pld007s-p01-c01.txt,Q7,7.87878787878788
n08-chp-pld007s-p01-c01.txt,Q8,6.98412698412698
n08-chp-pld007s-p01-c01.txt,Q9,6.734375
n08-chp-pld007s-p01-c03.txt,Q1,7.15942028985507
n08-chp-pld007s-p01-c03.txt,Q2,6.57971014492754
n08-chp-pld007s-p01-c03.txt,Q3,6.82608695652174
n08-chp-pld007s-p01-c03.txt,Q4,6.94117647058824
n08-chp-pld007s-p01-c03.txt,Q5,6.75
n08-chp-pld007s-p01-c03.txt,Q6,6.33823529411765
n08-chp-pld007s-p01-c03.txt,Q7,7.51515151515152
n08-chp-pld007s-p01-c03.txt,Q8,6.46969696969697
n08-chp-pld007s-p01-c03.txt,Q9,6.07692307692308
n08-chp-pld007s-p01-c13.txt,Q1,5.07142857142857
n08-chp-pld007s-p01-c13.txt,Q2,8.32758620689655
n08-chp-pld007s-p01-c13.txt,Q3,7.71428571428571
n08-chp-pld007s-p01-c13.txt,Q4,7.73214285714286
n08-chp-pld007s-p01-c13.txt,Q5,4.67272727272727
n08-chp-pld007s-p01-c13.txt,Q6,4.32075471698113
n08-chp-pld007s-p01-c13.txt,Q7,7.10714285714286
n08-chp-pld007s-p01-c13.txt,Q8,5.15094339622642
n08-chp-pld007s-p01-c13.txt,Q9,4.26086956521739
n08-chp-pld007s-p01-Fix.txt.txt,Q1,p01
n08-chp-pld007s-p01-Fix.txt.txt,Q2,6.92207792207792
n08-chp-pld007s-p01-Fix.txt.txt,Q3,5.5
n08-chp-pld007s-p01-Fix.txt.txt,Q4,5.75
n08-chp-pld007s-p01-Fix.txt.txt,Q5,6.13333333333333
n08-chp-pld007s-p01-Fix.txt.txt,Q6,6.03703703703704
n08-chp-pld007s-p01-Fix.txt.txt,Q7,6.35
n08-chp-pld007s-p01-Fix.txt.txt,Q8,7.3625
n08-chp-pld007s-p01-Fix.txt.txt,Q9,6.14814814814815
n08-chp-pld007s-p01-c18.txt,Q1,6.08196721311475
n08-chp-pld007s-p01-c18.txt,Q2,7.68852459016394
n08-chp-pld007s-p01-c18.txt,Q3,6.9344262295082
n08-chp-pld007s-p01-c18.txt,Q4,7.75409836065574
n08-chp-pld007s-p01-c18.txt,Q5,6.18032786885246
n08-chp-pld007s-p01-c18.txt,Q6,5.12280701754386
n08-chp-pld007s-p01-c18.txt,Q7,7.43333333333333
n08-chp-pld007s-p01-c18.txt,Q8,6.49152542372881
n08-chp-pld007s-p01-c18.txt,Q9,5.71666666666667
n08-chp-pld007s-p01-c21.txt,Q1,6.8125
n08-chp-pld007s-p01-c21.txt,Q2,7.046875
n08-chp-pld007s-p01-c21.txt,Q3,6.765625
n08-chp-pld007s-p01-c21.txt,Q4,6.96875
n08-chp-pld007s-p01-c21.txt,Q5,6.734375
n08-chp-pld007s-p01-c21.txt,Q6,6.3125
n08-chp-pld007s-p01-c21.txt,Q7,7.296875
n08-chp-pld007s-p01-c21.txt,Q8,6.921875
n08-chp-pld007s-p01-c21.txt,Q9,6.875
n08-chp-pld007s-p02-c04.txt,Q1,5.61538461538462
n08-chp-pld007s-p02-c04.txt,Q2,8.29411764705882
n08-chp-pld007s-p02-c04.txt,Q3,7.73134328358209
n08-chp-pld007s-p02-c04.txt,Q4,7.25373134328358
n08-chp-pld007s-p02-c04.txt,Q5,5.68181818181818
n08-chp-pld007s-p02-c04.txt,Q6,4.37096774193548
n08-chp-pld007s-p02-c04.txt,Q7,7.56716417910448
n08-chp-pld007s-p02-c04.txt,Q8,6.01587301587302
n08-chp-pld007s-p02-c04.txt,Q9,5.10526315789474
n08-chp-pld007s-p02-c07.txt,Q1,6.66666666666667
n08-chp-pld007s-p02-c07.txt,Q2,7.2
n08-chp-pld007s-p02-c07.txt,Q3,7.01333333333333
n08-chp-pld007s-p02-c07.txt,Q4,6.90666666666667
n08-chp-pld007s-p02-c07.txt,Q5,6.31081081081081
n08-chp-pld007s-p02-c07.txt,Q6,5.98648648648649
n08-chp-pld007s-p02-c07.txt,Q7,7.32
n08-chp-pld007s-p02-c07.txt,Q8,6.36486486486487
n08-chp-pld007s-p02-c07.txt,Q9,5.7027027027027
n08-chp-pld007s-p02-c09.txt,Q1,5.98181818181818
n08-chp-pld007s-p02-c09.txt,Q2,7.69090909090909
n08-chp-pld007s-p02-c09.txt,Q3,7.25454545454546
n08-chp-pld007s-p02-c09.txt,Q4,7.85185185185185
n08-chp-pld007s-p02-c09.txt,Q5,6.07407407407407
n08-chp-pld007s-p02-c09.txt,Q6,5.17307692307692
n08-chp-pld007s-p02-c09.txt,Q7,7.8
n08-chp-pld007s-p02-c09.txt,Q8,6.5
n08-chp-pld007s-p02-c09.txt,Q9,5.25
n08-chp-pld007s-p02-c19.txt,Q1,7.61016949152542
n08-chp-pld007s-p02-c19.txt,Q2,7.32203389830509
n08-chp-pld007s-p02-c19.txt,Q3,7.6271186440678
n08-chp-pld007s-p02-c19.txt,Q4,8.27118644067797
n08-chp-pld007s-p02-c19.txt,Q5,8.01694915254237
n08-chp-pld007s-p02-c19.txt,Q6,7.05084745762712
n08-chp-pld007s-p02-c19.txt,Q7,8.18965517241379
n08-chp-pld007s-p02-c19.txt,Q8,7.58620689655172
n08-chp-pld007s-p02-c19.txt,Q9,7.67796610169492
n08-chp-pld007s-p02-c22.txt,Q1,7.21686746987952
n08-chp-pld007s-p02-c22.txt,Q2,6.98765432098765
n08-chp-pld007s-p02-c22.txt,Q3,7.275
n08-chp-pld007s-p02-c22.txt,Q4,6.525
n08-chp-pld007s-p02-c22.txt,Q5,6.84146341463415
n08-chp-pld007s-p02-c22.txt,Q6,6.48192771084337
n08-chp-pld007s-p02-c22.txt,Q7,7.5
n08-chp-pld007s-p02-c22.txt,Q8,7.0379746835443
n08-chp-pld007s-p02-c22.txt,Q9,6.81012658227848
n08-chp-pld007s-p02-c24.txt,Q1,5.8955223880597
n08-chp-pld007s-p02-c24.txt,Q2,8.32352941176471
n08-chp-pld007s-p02-c24.txt,Q3,7.39705882352941
n08-chp-pld007s-p02-c24.txt,Q4,7.5
n08-chp-pld007s-p02-c24.txt,Q5,5.12307692307692
n08-chp-pld007s-p02-c24.txt,Q6,4.53846153846154
n08-chp-pld007s-p02-c24.txt,Q7,7.20588235294118
n08-chp-pld007s-p02-c24.txt,Q8,4.90769230769231
n08-chp-pld007s-p02-c24.txt,Q9,4.38888888888889
n08-chp-pld007s-p03-c06.txt,Q1,7.16417910447761
n08-chp-pld007s-p03-c06.txt,Q2,7.40298507462687
n08-chp-pld007s-p03-c06.txt,Q3,7.22388059701493
n08-chp-pld007s-p03-c06.txt,Q4,7.40298507462687
n08-chp-pld007s-p03-c06.txt,Q5,6.40298507462687
n08-chp-pld007s-p03-c06.txt,Q6,6.14925373134328
n08-chp-pld007s-p03-c06.txt,Q7,7.41791044776119
n08-chp-pld007s-p03-c06.txt,Q8,6.62121212121212
n08-chp-pld007s-p03-c06.txt,Q9,6.03076923076923
n08-chp-pld007s-p03-c08.txt,Q1,6.40845070422535
n08-chp-pld007s-p03-c08.txt,Q2,7.07042253521127
n08-chp-pld007s-p03-c08.txt,Q3,6.61971830985916
n08-chp-pld007s-p03-c08.txt,Q4,7.19444444444444
n08-chp-pld007s-p03-c08.txt,Q5,6.29577464788732
n08-chp-pld007s-p03-c08.txt,Q6,6.18840579710145
n08-chp-pld007s-p03-c08.txt,Q7,6.93150684931507
n08-chp-pld007s-p03-c08.txt,Q8,6.61764705882353
n08-chp-pld007s-p03-c08.txt,Q9,6.65714285714286
n08-chp-pld007s-p03-c10.txt,Q1,6.82608695652174
n08-chp-pld007s-p03-c10.txt,Q2,8.07142857142857
n08-chp-pld007s-p03-c10.txt,Q3,7.83098591549296
n08-chp-pld007s-p03-c10.txt,Q4,7.74647887323944
n08-chp-pld007s-p03-c10.txt,Q5,6.52857142857143
n08-chp-pld007s-p03-c10.txt,Q6,5.33823529411765
n08-chp-pld007s-p03-c10.txt,Q7,7.78571428571429
n08-chp-pld007s-p03-c10.txt,Q8,6.72058823529412
n08-chp-pld007s-p03-c10.txt,Q9,6.77142857142857
n08-chp-pld007s-p03-c12.txt,Q1,7.578125
n08-chp-pld007s-p03-c12.txt,Q2,7.33846153846154
n08-chp-pld007s-p03-c12.txt,Q3,7.71875
n08-chp-pld007s-p03-c12.txt,Q4,7.84615384615385
n08-chp-pld007s-p03-c12.txt,Q5,7.09230769230769
n08-chp-pld007s-p03-c12.txt,Q6,6.75384615384615
n08-chp-pld007s-p03-c12.txt,Q7,7.75384615384615
n08-chp-pld007s-p03-c12.txt,Q8,7.15384615384615
n08-chp-pld007s-p03-c12.txt,Q9,6.765625
n08-chp-pld007s-p03-c16.txt,Q1,7.71014492753623
n08-chp-pld007s-p03-c16.txt,Q2,7.79710144927536
n08-chp-pld007s-p03-c16.txt,Q3,7.8695652173913
n08-chp-pld007s-p03-c16.txt,Q4,8.15942028985507
n08-chp-pld007s-p03-c16.txt,Q5,7.55882352941176
n08-chp-pld007s-p03-c16.txt,Q6,7.10294117647059
n08-chp-pld007s-p03-c16.txt,Q7,8.02898550724638
n08-chp-pld007s-p03-c16.txt,Q8,7.47058823529412
n08-chp-pld007s-p03-c16.txt,Q9,7.14492753623188
n08-chp-pld007s-p03-c18.txt,Q1,5.79365079365079
n08-chp-pld007s-p03-c18.txt,Q2,8.234375
n08-chp-pld007s-p03-c18.txt,Q3,7.3015873015873
n08-chp-pld007s-p03-c18.txt,Q4,7.52380952380952
n08-chp-pld007s-p03-c18.txt,Q5,5.49206349206349
n08-chp-pld007s-p03-c18.txt,Q6,4.61904761904762
n08-chp-pld007s-p03-c18.txt,Q7,7.53968253968254
n08-chp-pld007s-p03-c18.txt,Q8,5.92063492063492
n08-chp-pld007s-p03-c18.txt,Q9,4.59259259259259
n17-bac-inv001s-p01-c06.txt,Q1,6.98305084745763
n17-bac-inv001s-p01-c06.txt,Q2,7.05263157894737
n17-bac-inv001s-p01-c06.txt,Q3,6.84745762711864
n17-bac-inv001s-p01-c06.txt,Q4,7.33898305084746
n17-bac-inv001s-p01-c06.txt,Q5,6.84745762711864
n17-bac-inv001s-p01-c06.txt,Q6,6.64406779661017
n17-bac-inv001s-p01-c06.txt,Q7,7.45762711864407
n17-bac-inv001s-p01-c06.txt,Q8,6.82758620689655
n17-bac-inv001s-p01-c06.txt,Q9,6.25
n17-bac-inv001s-p01-c08.txt,Q1,5.97701149425287
n17-bac-inv001s-p01-c08.txt,Q2,6.45348837209302
n17-bac-inv001s-p01-c08.txt,Q3,5.98823529411765
n17-bac-inv001s-p01-c08.txt,Q4,6.48314606741573
n17-bac-inv001s-p01-c08.txt,Q5,5.48235294117647
n17-bac-inv001s-p01-c08.txt,Q6,5.31395348837209
n17-bac-inv001s-p01-c08.txt,Q7,6.86363636363636
n17-bac-inv001s-p01-c08.txt,Q8,5.83333333333333
n17-bac-inv001s-p01-c08.txt,Q9,5.17283950617284
n17-bac-inv001s-p01-c10.txt,Q1,6.421875
n17-bac-inv001s-p01-c10.txt,Q2,7.82539682539683
n17-bac-inv001s-p01-c10.txt,Q3,7.59677419354839
n17-bac-inv001s-p01-c10.txt,Q4,7.81538461538462
n17-bac-inv001s-p01-c10.txt,Q5,6.15384615384615
n17-bac-inv001s-p01-c10.txt,Q6,5.16393442622951
n17-bac-inv001s-p01-c10.txt,Q7,7.95454545454545
n17-bac-inv001s-p01-c10.txt,Q8,6.390625
n17-bac-inv001s-p01-c10.txt,Q9,6.6984126984127
n17-bac-inv001s-p01-c11.txt,Q1,7.69565217391304
n17-bac-inv001s-p01-c11.txt,Q2,5.91176470588235
n17-bac-inv001s-p01-c11.txt,Q3,6.53623188405797
n17-bac-inv001s-p01-c11.txt,Q4,7.34782608695652
n17-bac-inv001s-p01-c11.txt,Q5,7.69117647058824
n17-bac-inv001s-p01-c11.txt,Q6,7.47826086956522
n17-bac-inv001s-p01-c11.txt,Q7,7.60869565217391
n17-bac-inv001s-p01-c11.txt,Q8,7.10144927536232
n17-bac-inv001s-p01-c11.txt,Q9,7.04347826086957
n17-bac-inv001s-p01-c17.txt,Q1,6.53030303030303
n17-bac-inv001s-p01-c17.txt,Q2,6.31818181818182
n17-bac-inv001s-p01-c17.txt,Q3,6.24615384615385
n17-bac-inv001s-p01-c17.txt,Q4,6.57575757575758
n17-bac-inv001s-p01-c17.txt,Q5,6.625
n17-bac-inv001s-p01-c17.txt,Q6,6.24242424242424
n17-bac-inv001s-p01-c17.txt,Q7,7.14925373134328
n17-bac-inv001s-p01-c17.txt,Q8,6.7910447761194
n17-bac-inv001s-p01-c17.txt,Q9,7.13636363636364
n17-bac-inv001s-p01-c20.txt,Q1,6.73684210526316
n17-bac-inv001s-p01-c20.txt,Q2,7.85964912280702
n17-bac-inv001s-p01-c20.txt,Q3,7.62068965517241
n17-bac-inv001s-p01-c20.txt,Q4,8.07017543859649
n17-bac-inv001s-p01-c20.txt,Q5,7
n17-bac-inv001s-p01-c20.txt,Q6,5.54385964912281
n17-bac-inv001s-p01-c20.txt,Q7,8.12068965517241
n17-bac-inv001s-p01-c20.txt,Q8,6.86206896551724
n17-bac-inv001s-p01-c20.txt,Q9,7.44827586206897
n17-bac-inv001s-p02-c01.txt,Q1,7.12121212121212
n17-bac-inv001s-p02-c01.txt,Q2,7.11764705882353
n17-bac-inv001s-p02-c01.txt,Q3,7.11764705882353
n17-bac-inv001s-p02-c01.txt,Q4,7.61764705882353
n17-bac-inv001s-p02-c01.txt,Q5,6.55223880597015
n17-bac-inv001s-p02-c01.txt,Q6,6.22727272727273
